"Specimen Number","Species ID","Group","Family","Scientific Name","Common Name","Country","State","County","Locality","Latitude","Longitude","Source","Accuracy","Drainage Name","HUC 8 Number","Year","Month","Day","Status","Comments","record_type","disposal","Museum_Cat_No","fresh_marine_intro","Reference 1","Type 1","Date 1","Author 1","Title 1","Publisher 1","Location 1","Reference 2","Type 2","Date 2","Author 2","Title 2","Publisher 2","Location 2","Reference 3","Type 3","Date 3","Author 3","Title 3","Publisher 3","Location 3","Reference 4","Type 4","Date 4","Author 4","Title 4","Publisher 4","Location 4","Reference 5","Type 5","Date 5","Author 5","Title 5","Publisher 5","Location 5","Reference 6","Type 6","Date 6","Author 6","Title 6","Publisher 6","Location 6"
"45946","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Douglas-Okanognan","Columbia River below Grand Coulee Dam","47.971881","-118.980389","Map derived","Approximate","Chief Joseph","17020005","1979","","","established","fairly abundant seasonally","Literature","","","Freshwater","213","Book","1979","Wydoski, R.S., and R.R. Whitney.","Inland Fishes of Washington.","University of Washington Press Seattle, WA.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"239304","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Franklin","Scooteney Reservoir","46.7159733","-119.04306","GNIS","Accurate","Upper Columbia-Priest Rapids","17020016","2005","","","established","","Literature","","","Freshwater","16451","Other","2005","Washington Department of Fish and Wildlife.","Warmwater Fishes of Washington.","Washington Department of Fish and Wildlife Angler Education Program.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"239297","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Franklin","Mesa Lake","46.57111","-119.02778","reported","Accurate","Upper Columbia-Priest Rapids","17020016","2005","","","established","","Literature","","","Freshwater","16451","Other","2005","Washington Department of Fish and Wildlife.","Warmwater Fishes of Washington.","Washington Department of Fish and Wildlife Angler Education Program.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"240252","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Franklin","Columbia River, in Franklin county","46.52486","-119.27376","Map derived","Approximate","Upper Columbia-Priest Rapids","17020016","2005","","","established","","Literature","","","Freshwater","16451","Other","2005","Washington Department of Fish and Wildlife.","Warmwater Fishes of Washington.","Washington Department of Fish and Wildlife Angler Education Program.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"240269","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Franklin","Snake River, in Franklin County","46.479482","-118.622818","Map derived","Approximate","Lower Snake","17060110","2005","","","established","","Literature","","","Freshwater","16451","Other","2005","Washington Department of Fish and Wildlife.","Warmwater Fishes of Washington.","Washington Department of Fish and Wildlife Angler Education Program.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"240290","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Grant","Ancient Lake","47.14763","-119.951","GNIS","Accurate","Upper Columbia-Entiat","17020010","2005","","","established","","Literature","","","Freshwater","16451","Other","2005","Washington Department of Fish and Wildlife.","Warmwater Fishes of Washington.","Washington Department of Fish and Wildlife Angler Education Program.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"240303","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Grant","Columbia River, in Grant county","47.145832","-120.000229","Map derived","Approximate","Upper Columbia-Entiat","17020010","2005","","","established","","Literature","","","Freshwater","16451","Other","2005","Washington Department of Fish and Wildlife.","Warmwater Fishes of Washington.","Washington Department of Fish and Wildlife Angler Education Program.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"240334","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Grant","Crescent Lake","46.9245861","-119.168","GNIS","Accurate","Lower Crab","17020015","2005","","","established","","Literature","","","Freshwater","16451","Other","2005","Washington Department of Fish and Wildlife.","Warmwater Fishes of Washington.","Washington Department of Fish and Wildlife Angler Education Program.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"240347","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Grant","Goose Lake, lower","46.9181966","-119.284","GNIS","Accurate","Lower Crab","17020015","2005","","","established","","Literature","","","Freshwater","16451","Other","2005","Washington Department of Fish and Wildlife.","Warmwater Fishes of Washington.","Washington Department of Fish and Wildlife Angler Education Program.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"240353","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Grant","Goose Lake, upper","46.9415302","-119.277","GNIS","Accurate","Lower Crab","17020015","2005","","","established","","Literature","","","Freshwater","16451","Other","2005","Washington Department of Fish and Wildlife.","Warmwater Fishes of Washington.","Washington Department of Fish and Wildlife Angler Education Program.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"239323","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Grant","Evergreen Lake (Reservoir)","47.12791","-119.92171","GNIS","Accurate","Upper Columbia-Entiat","17020010","2005","","","established","","Literature","","","Freshwater","16451","Other","2005","Washington Department of Fish and Wildlife.","Warmwater Fishes of Washington.","Washington Department of Fish and Wildlife Angler Education Program.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"240845","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Grant","Long Lake","46.9301417","-119.204","GNIS","Accurate","Lower Crab","17020015","2005","","","established","","Literature","","","Freshwater","16451","Other","2005","Washington Department of Fish and Wildlife.","Warmwater Fishes of Washington.","Washington Department of Fish and Wildlife Angler Education Program.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"240009","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Grant","Trail Lake","47.5626445","-119.30002","GNIS","Accurate","Banks Lake","17020014","2005","","","established","","Literature","","","Freshwater","16451","Other","2005","Washington Department of Fish and Wildlife.","Warmwater Fishes of Washington.","Washington Department of Fish and Wildlife Angler Education Program.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46156","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Grant","Potholes Reservoir (Moses Lakes South)","47.015697","-119.3403","GNIS","Accurate","Lower Crab","17020015","1992","","","established","","Literature","","","Freshwater","1952","Other","1992","DeLorme.","Washington Atlas and Gazetteer.","DeLorme, Yarmouth, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46101","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Grant","Burke Lake","47.13402","-119.92","GNIS","Accurate","Upper Columbia-Entiat","17020010","1992","","","established","","Literature","","","Freshwater","1952","Other","1992","DeLorme.","Washington Atlas and Gazetteer.","DeLorme, Yarmouth, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46152","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Grant","Moses Lake","47.156808","-119.34196","GNIS","Accurate","Lower Crab","17020015","1992","","","established","","Literature","","","Freshwater","1952","Other","1992","DeLorme.","Washington Atlas and Gazetteer.","DeLorme, Yarmouth, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45955","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Grant","Banks Lake (Grand Coulee Reservoir)","47.75014","-119.251","GNIS","Approximate","Banks Lake","17020014","1992","","","established","","Literature","","","Freshwater","1952","Other","1992","DeLorme.","Washington Atlas and Gazetteer.","DeLorme, Yarmouth, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46159","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Grant","Soda Lake","46.96569","-119.238","GNIS","Accurate","Lower Crab","17020015","1992","","","established","","Literature","","","Freshwater","1952","Other","1992","DeLorme.","Washington Atlas and Gazetteer.","DeLorme, Yarmouth, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45954","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Grant","Billy Clapp Lake","47.453514","-119.247322","GNIS","Accurate","Banks Lake","17020014","1979","","","established","","Literature","","","Freshwater","213","Book","1979","Wydoski, R.S., and R.R. Whitney.","Inland Fishes of Washington.","University of Washington Press Seattle, WA.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"267912","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Grant","Banks Lake","47.6198671","-119.30752","GNIS","Accurate","Banks Lake","17020014","1996","8","","established","","Literature","","","Freshwater","1502","Journal Article","1996","McMahon, T.E., and D.H. Bennett","Walleye and northern pike: boost or bane to northwest fisheries?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"272982","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Grant","Franklin D. Roosevelt Lake, on the Columbia River, in Grant County.","47.955986","-118.98057","GNIS","Approximate","Franklin D. Roosevelt Lake","17020001","2006","","","established","0.92 Catch Per Unit Effort of fish >15 inches. 959 total fish caught in Lake Roosevelt in five different counties.","Literature","","","Freshwater","19544","Report","2007","Baker, B.M.","Summary Report of Warmwater Volunteer Angler Diaries 2006.","Wash Dept of Fish & Wildlfe, Fish Program, Fish Management Div.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"272979","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Grant","Moses Lake","47.156808","-119.34196","GNIS","Accurate","Lower Crab","17020015","2006","","","established","0.24 Catch Per Unit Effort of fish >15 inches.","Literature","","","Freshwater","19544","Report","2007","Baker, B.M.","Summary Report of Warmwater Volunteer Angler Diaries 2006.","Wash Dept of Fish & Wildlfe, Fish Program, Fish Management Div.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
